MUESTRA,ID,FECHA,CP,C.A,ORIGEN,EDAD,PERRO/GATO,nº ESPECIES,RESULTADO,ESPECIE 1,ESPECIE 2,ESPECIE 3,ESTACIÓN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,10656501,3/16/17,46008,VALENCIA,T,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,10656504,3/16/17,46008,VALENCIA,T,NC,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,10102417,3/17/17,29640,ANDALUCIA,ZZZZ,13,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,10278146,3/17/17,07181,BALEARES,ZZZZ,6,2,1,"5.000 UFC/ml Escherichia coli


",Escherichia ,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,10292147,3/17/17,08202,CATALUÑA,ZZZZ,7,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,10310474,3/17/17,36500,GALICIA,M,NC,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,10320030,3/17/17,28100,,M,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,10325037,3/17/17,28028,,ZZZZ,4,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,10350903,3/17/17,50014,ARAGON,ZZZZ,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,10380096,3/17/17,01002,PAÍS VASCO,M,NC,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,10420972,3/17/17,08240,CATALUÑA,M,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,10429701,3/17/17,08223,CATALUÑA,ZZZZ,13,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,10443428,3/17/17,08041,CATALUÑA,M,NC,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,10468174,3/17/17,28430,,ZZZZ,12,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,10482358,3/17/17,43820,CATALUÑA,ZZZZ,NC,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,10491267,3/17/17,28660,,ZZZZ,3,1,1,"100.000 UFC/ml Staphylococcus pseudintermedius



",Staphylococcus,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,10494492,3/17/17,46701,VALENCIA,M,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,10497068,3/17/17,31621,NAVARRA,M,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,10505668,3/17/17,08860,CATALUÑA,ZZZZ,6,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,10517119,3/17/17,28660,,ZZZZ,11,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,10519947,3/17/17,28932,,ZZZZ,9,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,10535509,3/17/17,28660,,ZZZZ,1,1,1,"20.000 UFC/ml Streptococcus grupo viridans

",Streptococcus,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,10560227,3/17/17,08028,CATALUÑA,ZZZZ,4,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,10562635,3/17/17,28033,,MD,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,10562648,3/17/17,28522,,MD,NC,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,10562652,3/17/17,28050,,T,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,10562857,3/17/17,28223,,MD,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,10562858,3/17/17,28224,,MD,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,10576651,3/17/17,28014,,ZZZZ,10,2,1,"Bacillus spp. de probable contaminación

",Bacillus ,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,10582919,3/17/17,08930,CATALUÑA,ZZZZ,1,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,10610783,3/17/17,08225,CATALUÑA,ZZZZ,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,10651476,3/17/17,50008,ARAGON,M,NC,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,10651703,3/17/17,09200,C. LEÓN,M,NC,1,1,"50.000 UFC/ml Staphylococcus pseudintermedius



",Staphylococcus,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,10651712,3/17/17,25003,CATALUÑA,M,NC,1,1,"5.000 UFC/ml Klebsiella oxytoca



",Klebsiella,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,10651726,3/17/17,43850,CATALUÑA,M,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,10651731,3/17/17,28931,,M,NC,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,10651741,3/17/17,07300,BALEARES,M,NC,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,10651744,3/17/17,32600,GALICIA,M,NC,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,10651746,3/17/17,29006,ANDALUCIA,M,NC,2,1,"> 100.000 UFC/ml Staphylococcus pseudintermedius


",Staphylococcus,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,10651751,3/17/17,14004,ANDALUCIA,M,NC,2,1,"> 100.000 UFC/ml Staphylococcus pseudintermedius


",Staphylococcus,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,10656473,3/17/17,43110,CATALUÑA,ZZZZ,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,10656540,3/17/17,08192,CATALUÑA,M,NC,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,10656929,3/17/17,30009,MURCIA,M,NC,1,1,"> 100.000 UFC/ml Staphylococcus pseudintermedius


",Staphylococcus,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,10667823,3/17/17,37008,C. LEÓN,T,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,10248436,3/18/17,11680,ANDALUCIA,ZZZZ,8,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,10292146,3/18/17,08202,CATALUÑA,ZZZZ,9,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,10322213,3/18/17,12003,VALENCIA,ZZZZ,12,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,10361943,3/18/17,20010,PAÍS VASCO,ZZZZ,14,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,10389562,3/18/17,15006,GALICIA,M,NC,1,1,"> 100.000 UFC/ml Klebsiella pneumoniae



",Klebsiella,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,10432633,3/18/17,28044,,ZZZZ,NC,1,1,"> 100.000 UFC/ml Enterobacter cloacae (se aislan 2 cepas distintas del germen)

",Enterobacter,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,10446941,3/18/17,08028,CATALUÑA,ZZZZ,17,2,1,"50.000 UFC/ml Escherichia coli



",Escherichia ,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,10446942,3/18/17,08028,CATALUÑA,ZZZZ,7,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,10494734,3/18/17,07003,BALEARES,M,NC,2,1,"> 100.000 UFC/ml Enteroccocus faecalis



",Enteroccocus,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,10519949,3/18/17,28932,,ZZZZ,6,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,10535007,3/18/17,48650,PAÍS VASCO,ZZZZ,NC,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,10582921,3/18/17,08930,CATALUÑA,ZZZZ,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,10651755,3/18/17,28822,,M,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,10651765,3/18/17,22005,ARAGON,M,NC,2,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,10651774,3/18/17,33006,ASTURIAS,M,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,10651775,3/18/17,07008,BALEARES,M,NC,1,1,"> 100.000 UFC/ml Pseudomonas aeruginosa


",Pseudomonas,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,10651780,3/18/17,33006,ASTURIAS,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,10651785,3/18/17,07819,BALEARES,M,NC,2,2,"> 100.000 UFC/ml Proteus mirabilis

30.000 UFC/ml Escherichia coli



",Escherichia ,Proteus,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,10651791,3/18/17,08930,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,10651793,3/18/17,35003,CANARIAS,M,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,10656938,3/18/17,46970,VALENCIA,M,NC,1,0,0,0,0,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,10577072,3/20/17,N/A,N/A,T,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,10582923,3/20/17,08930,CATALUÑA,ZZZZ,10,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,10582924,3/20/17,08930,CATALUÑA,ZZZZ,NC,1,1,"20.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,10582926,3/20/17,08930,CATALUÑA,ZZZZ,13,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,10582927,3/20/17,08930,CATALUÑA,ZZZZ,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,10121962,3/21/17,09500,C. LEÓN,ZZZZ,1,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,10206220,3/21/17,46014,VALENCIA,ZZZZ,8,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,10409741,3/21/17,08172,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Enterococcus faecium



",Enterococcus,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,10470174,3/21/17,29692,ANDALUCIA,ZZZZ,5,1,1,"10.000 UFC/ml Candida spp.



",Candida,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,10470403,3/21/17,43580,CATALUÑA,ZZZZ,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,10544082,3/21/17,08025,CATALUÑA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,10546186,3/21/17,28100,,MD,NC,1,2,"> 100.000 UFC/ml Escherichia coli

 > 100.000 UFC/ml Streptococcus grupo viridans


",Escherichia ,Streptococcus,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,10561994,3/21/17,46920,VALENCIA,ZZZZ,9,2,1,"10.000 UFC/ml Serratia marcescens


",Serratia,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,10562874,3/21/17,28224,,MD,NC,2,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,10651799,3/21/17,37008,C. LEÓN,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,10653140,3/21/17,48014,PAÍS VASCO,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,10653143,3/21/17,48910,PAÍS VASCO,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,10655100,3/21/17,08028,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,10655107,3/21/17,08034,CATALUÑA,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,10655110,3/21/17,03530,VALENCIA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,10655120,3/21/17,12500,VALENCIA,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,10655134,3/21/17,07609,BALEARES,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,10276755,3/22/17,07510,BALEARES,M,NC,1,1,"> 100.000 UFC/ml Staphylococcus aureus

",Staphylococcus,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,10276756,3/22/17,07510,BALEARES,M,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,10291317,3/22/17,46400,VALENCIA,M,NC,1,2," > 100.000 UFC/ml Escherichia coli

 > 100.000 UFC/ml Enterococcus faecalis


",Enterococcus,Escherichia ,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,10299931,3/22/17,11510,ANDALUCIA,ZZZZ,NC,2,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,10389124,3/22/17,28750,,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,10425261,3/22/17,08980,CATALUÑA,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,10451054,3/22/17,20180,PAÍS VASCO,ZZZZ,NC,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,10519970,3/22/17,28932,,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,10519971,3/22/17,28932,,ZZZZ,2,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,10535012,3/22/17,48650,PAÍS VASCO,ZZZZ,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,10535584,3/22/17,28660,,ZZZZ,2,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,10539757,3/22/17,28941,,ZZZZ,13,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,10546185,3/22/17,28100,,MD,NC,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,10562749,3/22/17,28037,,MD,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,10562750,3/22/17,28047,,MD,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,10562795,3/22/17,28047,,MD,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,10562799,3/22/17,28935,,MD,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,10565356,3/22/17,48010,PAÍS VASCO,ZZZZ,7,1,1,"> 100.000 UFC/ml Escherichia coli


",Escherichia ,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,10576143,3/22/17,28045,,ZZZZ,11,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,10576157,3/22/17,28045,,ZZZZ,2,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,10576649,3/22/17,28014,,ZZZZ,15,2,1,"Candida spp.



",Candida,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,10604878,3/22/17,08860,CATALUÑA,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,10646131,3/22/17,48960,PAÍS VASCO,ZZZZ,1,1,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,10646509,3/22/17,05400,C. LEÓN,M,NC,1,1,"> 100.000 UFC/ml Pseudomonas fluorescens


",Pseudomonas,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,10646550,3/22/17,39300,CANTABRIA,M,NC,2,0,0,0,0,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
